DELEGATE,GOVERNOR,FOR,AGAINST,ABSTAIN,VOTES,DELEGATE_POWER,PERCENT_QUORUM
0xd3b0bd1b1d169daeea4fe6eee1c3016c6ac4fbd7,Arbitrum Treasury,3,"null","null",3,14070,0.01833702594
0xd3b0bd1b1d169daeea4fe6eee1c3016c6ac4fbd7,Arbitrum Core,3,"null","null",3,14070,0.01100250235
0xeca54e34cc1ae2c136d6bcbbe20d676536893e25,Arbitrum Treasury,1,"null","null",1,14069.357649805,0.01833618878
0xeca54e34cc1ae2c136d6bcbbe20d676536893e25,Arbitrum Core,1,"null","null",1,14069.357649805,0.01100200004
0xb88d3ade7e4231c97038f6d82475a233772ffc25,Arbitrum Treasury,1,"null","null",1,14009.486758701,0.01825816077
0xb88d3ade7e4231c97038f6d82475a233772ffc25,Arbitrum Core,1,"null","null",1,14009.486758701,0.01095518201
0xe2ee00deb8d9e83e575e844610d8d864bc370066,Arbitrum Treasury,1,"null","null",1,14000,0.01824579695
0xe2ee00deb8d9e83e575e844610d8d864bc370066,Arbitrum Core,1,"null","null",1,14000,0.01094776353
0x5b53547414f8607d32a6e84af925362b045cf8bf,Arbitrum Treasury,4,"null","null",4,14000,0.01824579695
0xdd9dede50a8ca4a2a6a8da01ceb4c5f202b49e2d,Arbitrum Treasury,5,"null","null",5,13988.664473996,0.01823102369
0xdd9dede50a8ca4a2a6a8da01ceb4c5f202b49e2d,Arbitrum Core,2,"null","null",2,13988.664473996,0.01093889934
0x7d67a43715ff25cda113fe505df7309295be239c,Arbitrum Core,3,"null","null",3,13875,0.01085001564
0x7d67a43715ff25cda113fe505df7309295be239c,Arbitrum Treasury,3,"null","null",3,13875,0.01808288805
0x64ac697f84bcddfacab514f07dd147c6958a7915,Arbitrum Core,4,"null","null",4,13749.98,0.01075225211
0x64ac697f84bcddfacab514f07dd147c6958a7915,Arbitrum Treasury,3,"null",4,7,13749.98,0.01791995308
0x563d27dd2e9f36157c658501222a7cb23f690c28,Arbitrum Core,13,"null","null",13,13748.390367896,0.01075100905
0x563d27dd2e9f36157c658501222a7cb23f690c28,Arbitrum Treasury,15,"null","null",15,13748.390367896,0.01791788136
0xa6f0126b36291dc3bc9a8ef565a434b394e4b01e,Arbitrum Core,3,"null","null",3,13731.980372376,0.01073817671
0xa6f0126b36291dc3bc9a8ef565a434b394e4b01e,Arbitrum Treasury,6,"null","null",6,13731.980372376,0.01789649469
0x6fd60e9612f9dd0d9eebd9ccdf4003cbe453d7c7,Arbitrum Core,1,"null","null",1,13714.5,0.01072450735
0x6fd60e9612f9dd0d9eebd9ccdf4003cbe453d7c7,Arbitrum Treasury,2,"null","null",2,13714.5,0.01787371302
0x1602e644d80036ee566e7893bce6009fe63db47a,Arbitrum Core,3,"null","null",3,13524.23076924,0.01057572003
0x1602e644d80036ee566e7893bce6009fe63db47a,Arbitrum Treasury,3,2,1,6,13524.23076924,0.01762574061
0xc0fcfd732d6ed4ad1afb182a080f31e74fc0f28d,Arbitrum Treasury,4,"null","null",4,13469.40968701,0.01755429387
0xc0fcfd732d6ed4ad1afb182a080f31e74fc0f28d,Arbitrum Core,3,"null","null",3,13469.40968701,0.01053285087
0x4809453c254609f86393728336014f69dfc745dd,Arbitrum Treasury,3,1,"null",4,13415.643670878,0.01748422217
0x4325b4444c1f7fd90a660c83cfd7e3bde76b5d82,Arbitrum Treasury,1,"null","null",1,13312.727846679,0.01735009494
0xc4c9cf3a243b69b59aadf09aa476b0a869df0fa1,Arbitrum Treasury,2,"null","null",2,13141.53225604,0.01712698065
0xc4c9cf3a243b69b59aadf09aa476b0a869df0fa1,Arbitrum Core,1,"null","null",1,13141.53225604,0.01027645625
0x17296956b4e07ff8931e4ff4ea06709fab70b879,Arbitrum Treasury,11,1,1,13,13052.275667331,0.01701065511
0x17296956b4e07ff8931e4ff4ea06709fab70b879,Arbitrum Core,8,"null","null",8,13052.275667331,0.01020665911
0xb72fd7a051c6dbb5a8f8dc2617bc524a6ff35ba8,Arbitrum Treasury,1,"null","null",1,13000,0.01694252574
0xb72fd7a051c6dbb5a8f8dc2617bc524a6ff35ba8,Arbitrum Core,1,"null","null",1,13000,0.01016578042
0x4bb12cc382e36b4b6faf7bdca7708969aed258ef,Arbitrum Treasury,7,2,2,11,12975.744173223,0.01691091382
0x4bb12cc382e36b4b6faf7bdca7708969aed258ef,Arbitrum Core,5,1,"null",6,12975.744173223,0.01014681277
0x25e6bc33060c1fee8e08532d0c1c32c4cbf10e2c,Arbitrum Core,5,"null",1,6,12952.656576302,0.01012875866
0x25e6bc33060c1fee8e08532d0c1c32c4cbf10e2c,Arbitrum Treasury,4,1,3,8,12952.656576302,0.01688082442
0x2f2588acd44253312b4a94bf6753be67514a5cc6,Arbitrum Treasury,1,"null","null",1,12817.3054,0.01670442513
0x2f2588acd44253312b4a94bf6753be67514a5cc6,Arbitrum Core,1,"null","null",1,12817.3054,0.01002291633
0x85c7d244c6057d42c770ad85ae198fc5f47957fc,Arbitrum Core,6,"null","null",6,12758.181325253,0.0099766823
0x85c7d244c6057d42c770ad85ae198fc5f47957fc,Arbitrum Treasury,8,"null",1,9,12758.181325253,0.01662737042
0xbdb7cb434b2feb6904feb35884b5e745d7e7c6d0,Arbitrum Core,8,"null","null",8,12750,0.009970284642
0xbdb7cb434b2feb6904feb35884b5e745d7e7c6d0,Arbitrum Treasury,12,1,"null",13,12750,0.01661670794
0x7a6cbd7a4562021fbdc0ac328c6c572fd703087a,Arbitrum Treasury,1,"null","null",1,12749.7,0.01661631696
0x300588b284f30439bcb32e8ac85321410074e31b,Arbitrum Core,1,"null","null",1,12675,0.009911635909
0x300588b284f30439bcb32e8ac85321410074e31b,Arbitrum Treasury,2,"null","null",2,12675,0.0165189626
0x98c366dbe6d98a2d6a3ed471608921b03f3abcca,Arbitrum Treasury,5,1,"null",6,12561.752752495,0.01637137072
0x98c366dbe6d98a2d6a3ed471608921b03f3abcca,Arbitrum Core,1,"null","null",1,12561.752752495,0.009823078474
0x6aa7531445c3d1c937de272f68f373c87611ad21,Arbitrum Core,1,"null","null",1,12560,0.009821707851
0x6aa7531445c3d1c937de272f68f373c87611ad21,Arbitrum Treasury,2,"null","null",2,12560,0.01636908641
0x12b581d51c95ad0bb8824e31ce588df0429a5c0c,Arbitrum Core,1,1,"null",2,12504.862809822,0.0097785915
0x12b581d51c95ad0bb8824e31ce588df0429a5c0c,Arbitrum Treasury,1,1,1,3,12504.862809822,0.01629722769
0x4f8d777245ba00dfb7492e81866071eeac4d45a9,Arbitrum Core,1,"null","null",1,12500,0.009774788865
0x4f8d777245ba00dfb7492e81866071eeac4d45a9,Arbitrum Treasury,1,"null","null",1,12500,0.01629089013
0x53ddf1dbe90479a20de016cd0325ca78795241df,Arbitrum Core,2,"null","null",2,12450,0.009735689709
0x53ddf1dbe90479a20de016cd0325ca78795241df,Arbitrum Treasury,4,"null","null",4,12450,0.01622572657
0xaf88097460d0ba2a99c04deb30e05ff21e0dd246,Arbitrum Core,9,1,"null",10,12254.713187821,0.009582978721
0xaf88097460d0ba2a99c04deb30e05ff21e0dd246,Arbitrum Treasury,12,"null",1,13,12254.713187821,0.01597121489
0x540e17ccb9a4b9ab23cd9eea1f129b1343bbe89e,Arbitrum Core,"null",1,"null",1,12250,0.009579293087
0x63a0e4cb6c4c3f372bd21352a68b3fcd9790d4b8,Arbitrum Treasury,1,"null","null",1,12250,0.01596507233
0x540e17ccb9a4b9ab23cd9eea1f129b1343bbe89e,Arbitrum Treasury,"null","null",1,1,12250,0.01596507233
0x88e385def57004ec13a164f32c9e784594561072,Arbitrum Treasury,2,"null","null",2,12242.784725352,0.01595566887
0x88e385def57004ec13a164f32c9e784594561072,Arbitrum Core,5,"null","null",5,12242.784725352,0.009573650864
0xa97e8edf4cd35fbe740b74ed4a5dfb62977191f7,Arbitrum Treasury,5,"null","null",5,12225.015861919,0.01593251122
0x0e15eded1e50a3c0f45e5677b3ca96fbdcdb26d7,Arbitrum Treasury,3,2,"null",5,12156.898440234,0.01584373575
0x0e15eded1e50a3c0f45e5677b3ca96fbdcdb26d7,Arbitrum Core,3,"null","null",3,12156.898440234,0.00950648924
0x78cb5192d3178bbcc8ba7704c99048d94e1f8bb9,Arbitrum Treasury,6,1,"null",7,12040.384090502,0.01569188595
0x78cb5192d3178bbcc8ba7704c99048d94e1f8bb9,Arbitrum Core,4,"null","null",4,12040.384090502,0.009415376987
0xca5502084a800fc1b03ca0943cee78a0716d6ae4,Arbitrum Treasury,8,1,"null",9,12038.94,0.01569000391
0xca5502084a800fc1b03ca0943cee78a0716d6ae4,Arbitrum Core,4,1,2,7,12038.94,0.009414247732
0xd39ea6043d1fa03f5be2beb2cfe65faa4ef0e595,Arbitrum Core,5,"null","null",5,12005.085014115,0.009387773705
0xd39ea6043d1fa03f5be2beb2cfe65faa4ef0e595,Arbitrum Treasury,6,"null","null",6,12005.085014115,0.01564588168
0x10dbfcfd43b1c9bcca0b5d0d895e528965f1a09b,Arbitrum Treasury,1,"null","null",1,12000,0.01563925453
0x10dbfcfd43b1c9bcca0b5d0d895e528965f1a09b,Arbitrum Core,1,"null","null",1,12000,0.00938379731
0x7ffa99234cb91d26f4b1ae368ad34aa4f2e0e05c,Arbitrum Core,6,4,"null",10,11874.96,0.009286018142
0x7ffa99234cb91d26f4b1ae368ad34aa4f2e0e05c,Arbitrum Treasury,10,1,"null",11,11874.96,0.0154762935
0x4d88535301f606c534531415b8a7b3c5675c1fa3,Arbitrum Treasury,1,"null","null",1,11759.294899828,0.0153255505
0x81e877dd467f65b79aff559a8fafed6e95f01ad8,Arbitrum Treasury,6,"null","null",6,11724.176008281,0.01527978106
0x81e877dd467f65b79aff559a8fafed6e95f01ad8,Arbitrum Core,2,"null","null",2,11724.176008281,0.009168107607
0x7b48e3eef413cffc23589975d61addec626168d8,Arbitrum Treasury,"null",2,"null",2,11714.468207569,0.01526712916
0xb79294d00848a3a4c00c22d9367f19b4280689d7,Arbitrum Treasury,4,1,"null",5,11674.440788053,0.01521496258
0xb79294d00848a3a4c00c22d9367f19b4280689d7,Arbitrum Core,3,4,"null",7,11674.440788053,0.009129215505
0xe626e8ca82603e3b44751f8562b5ed126d345140,Arbitrum Core,7,"null","null",7,11558.597827047,0.009038628266
0xe626e8ca82603e3b44751f8562b5ed126d345140,Arbitrum Treasury,5,"null",1,6,11558.597827047,0.01506398778
0x626c4cccddd354a61be39041b1a800267e93e85a,Arbitrum Core,2,"null","null",2,11484.290510842,0.0089805212
0x70f9e695823a748d0f492c86be093c220a8d487a,Arbitrum Core,2,"null","null",2,11456.213896303,0.008958565762
0x70f9e695823a748d0f492c86be093c220a8d487a,Arbitrum Treasury,2,"null","null",2,11456.213896303,0.01493055376
0x08fe91ee1c04c190a2014b3f1972867a36e366ba,Arbitrum Core,4,"null","null",4,11398.9513,0.008913787379
0x08fe91ee1c04c190a2014b3f1972867a36e366ba,Arbitrum Treasury,9,"null","null",9,11398.9513,0.01485592506
0xc4dfc3fb41537d2bde497ba14a65cd7e18abedd0,Arbitrum Treasury,1,"null","null",1,11370.742549531,0.01481916141
0xc4dfc3fb41537d2bde497ba14a65cd7e18abedd0,Arbitrum Core,"null",1,"null",1,11370.742549531,0.008891728612
0x68d81c5f799a507a3038255723f7c9030d92ca41,Arbitrum Treasury,"null",1,"null",1,11358.30551933,0.01480295259
0x68d81c5f799a507a3038255723f7c9030d92ca41,Arbitrum Core,1,"null","null",1,11358.30551933,0.008882003065
0x70dfbf4813899a72208c6400e121672b7e831889,Arbitrum Treasury,7,4,"null",11,11345.669511464,0.01478648444
0x70dfbf4813899a72208c6400e121672b7e831889,Arbitrum Core,5,"null","null",5,11345.669511464,0.00887212192
0x9f2982a63815631f47b99b4c5ca6118eeeaa97ee,Arbitrum Core,4,"null","null",4,11338.938698217,0.008866858538
0x9f2982a63815631f47b99b4c5ca6118eeeaa97ee,Arbitrum Treasury,4,1,"null",5,11338.938698217,0.01477771237
0x54da11a90d36f292b3a995d1a447dfe6923cf454,Arbitrum Core,8,"null","null",8,11255.107889625,0.008801304262
0x54da11a90d36f292b3a995d1a447dfe6923cf454,Arbitrum Treasury,8,"null",1,9,11255.107889625,0.01466845809
0xcdc407a08ab1998509b992a7d9325c3283000ecd,Arbitrum Core,2,"null","null",2,11214.275079856,0.008769373694
0xcdc407a08ab1998509b992a7d9325c3283000ecd,Arbitrum Treasury,2,"null","null",2,11214.275079856,0.01461524186
0x8805751ae8c85bd94f41212a936af46efcee6b0a,Arbitrum Treasury,5,"null","null",5,11194.992646655,0.01459011162
0x64f8e38e19c1b6992969dcd5769c149951018af1,Arbitrum Treasury,3,"null","null",3,11175.423305709,0.01456460746
0x64f8e38e19c1b6992969dcd5769c149951018af1,Arbitrum Core,2,"null","null",2,11175.423305709,0.008738992263
0x0b1d6a38bce0fc9e21d42f06e6555ba5e6c2fea5,Arbitrum Treasury,3,"null",1,4,11116.3897,0.01448767066
0x0b1d6a38bce0fc9e21d42f06e6555ba5e6c2fea5,Arbitrum Core,1,"null","null",1,11116.3897,0.00869282898
0x9d17bb55b57b31329cf01aa7017948e398b277bc,Arbitrum Core,2,"null","null",2,11083.76998446,0.008667320914
0x9d17bb55b57b31329cf01aa7017948e398b277bc,Arbitrum Treasury,2,"null","null",2,11083.76998446,0.01444515833
0x6a5cc02b7da4ad7db68688b92836ad10e053b1fe,Arbitrum Treasury,3,"null","null",3,11061.372431707,0.01441596824
0x113b84cda038587f0e7a5e6bdb74cb03cfcc4f23,Arbitrum Treasury,7,2,2,11,11038.038908721,0.01438555833
0x113b84cda038587f0e7a5e6bdb74cb03cfcc4f23,Arbitrum Core,8,1,"null",9,11038.038908721,0.008631559985
0x32a5344df0ac9d60e47029d450d3abf346cfc9cd,Arbitrum Treasury,1,"null","null",1,11037.447593895,0.01438478769
0x32a5344df0ac9d60e47029d450d3abf346cfc9cd,Arbitrum Core,2,"null","null",2,11037.447593895,0.008631097587
0xaf274d6079e01960031ae0d7b3a771f577bfded4,Arbitrum Treasury,1,"null","null",1,11000.000000643,0.01433598332
0x69d0341d380a1229f4751a0a721345dbc716586c,Arbitrum Treasury,4,"null","null",4,11000,0.01433598332
0x69d0341d380a1229f4751a0a721345dbc716586c,Arbitrum Core,2,"null","null",2,11000,0.008601814201
0x166f2e250ac6c8ef7aaaadf9853720376a6c4b86,Arbitrum Core,"null",1,"null",1,11000,0.008601814201
0x166f2e250ac6c8ef7aaaadf9853720376a6c4b86,Arbitrum Treasury,"null",1,"null",1,11000,0.01433598332
0xfbdf556eded78c467f58be91d6d56f6eafb16dc1,Arbitrum Core,6,"null",2,8,10946.895679571,0.008560287519
0xfbdf556eded78c467f58be91d6d56f6eafb16dc1,Arbitrum Treasury,9,"null",2,11,10946.895679571,0.01426677399
0x5ff817a31c03828c9f8995fc8b70b2eab5e59acc,Arbitrum Treasury,9,6,"null",15,10939.850155455,0.01425759176
0x5ff817a31c03828c9f8995fc8b70b2eab5e59acc,Arbitrum Core,8,4,"null",12,10939.850155455,0.008554778038
0x941db8a7404c725897a5e8b09a37db8cd4c55b74,Arbitrum Core,1,"null","null",1,10875,0.008504066312
0xc12a9f690aff7134f9d7ebe9265e78aff6ae8aad,Arbitrum Core,1,"null","null",1,10875,0.008504066312
0xc12a9f690aff7134f9d7ebe9265e78aff6ae8aad,Arbitrum Treasury,1,"null","null",1,10875,0.01417307442
0x941db8a7404c725897a5e8b09a37db8cd4c55b74,Arbitrum Treasury,2,"null","null",2,10875,0.01417307442
0x8cbf7a00de4327f173c2a83ff8a6ff63ddadbcf2,Arbitrum Core,1,"null","null",1,10750,0.008406318424
0x8cbf7a00de4327f173c2a83ff8a6ff63ddadbcf2,Arbitrum Treasury,1,"null","null",1,10750,0.01401016552
0xbb9103261ddab65ab6c737d29cececf4b4172de9,Arbitrum Treasury,4,1,"null",5,10697.386309283,0.01394159561
0xbb9103261ddab65ab6c737d29cececf4b4172de9,Arbitrum Core,4,"null","null",4,10697.386309283,0.008365175406
0xe2d20a6129c76040e9aec287d781b54a871f9a3b,Arbitrum Treasury,"null",1,"null",1,10688.033349005,0.01392940616
0xe2d20a6129c76040e9aec287d781b54a871f9a3b,Arbitrum Core,"null",1,"null",1,10688.033349005,0.008357861549
0x9929485d855048f49d518457fb9980a57139bc39,Arbitrum Treasury,1,"null","null",1,10650,0.01387983839
0x9929485d855048f49d518457fb9980a57139bc39,Arbitrum Core,2,"null","null",2,10650,0.008328120113
0x83cc1f5ed5f385817dfa73e8051d20501c940b7c,Arbitrum Treasury,1,2,"null",3,10634.059935753,0.01385906417
0x83cc1f5ed5f385817dfa73e8051d20501c940b7c,Arbitrum Core,2,"null","null",2,10634.059935753,0.008315655252
0x75856b81ed3735eb3a1cc3c0b3ff6d76dde8e058,Arbitrum Core,2,"null","null",2,10629.7,0.008312245855
0x75856b81ed3735eb3a1cc3c0b3ff6d76dde8e058,Arbitrum Treasury,3,"null","null",3,10629.7,0.01385338199
0x8d4fcf8170a20ccc91fab546ee57bd01c930e608,Arbitrum Treasury,5,1,1,7,10615.209227706,0.01383449658
0x8d4fcf8170a20ccc91fab546ee57bd01c930e608,Arbitrum Core,2,"null","null",2,10615.209227706,0.008300914316
0x9c5b054c0bc574558f509a47675bbad86e609081,Arbitrum Treasury,"null",2,"null",2,10609.71727,0.01382733907
0x4444ee1efbcfc7716754d4df119a1dbbe29934b3,Arbitrum Core,1,"null","null",1,10596.082154482,0.008285957268
0x4444ee1efbcfc7716754d4df119a1dbbe29934b3,Arbitrum Treasury,1,"null","null",1,10596.082154482,0.01380956882
0xe442145711bf3c56452f0dcc730f3ad65ce230cc,Arbitrum Core,9,"null","null",9,10594.638597343,0.008284828431
0xe442145711bf3c56452f0dcc730f3ad65ce230cc,Arbitrum Treasury,9,3,1,13,10594.638597343,0.01380768747
0x7a0f28264e889142311cb6a517ac5c2294c7d673,Arbitrum Treasury,10,"null",2,12,10585,0.01379512577
0x7a0f28264e889142311cb6a517ac5c2294c7d673,Arbitrum Core,8,"null",2,10,10585,0.008277291211
0xfc74deedbda57d3e85a9525e973184625553efe6,Arbitrum Treasury,1,"null","null",1,10579.801338878,0.0137883505
0xfc74deedbda57d3e85a9525e973184625553efe6,Arbitrum Core,1,"null","null",1,10579.801338878,0.008273225945
0x048093338957ead2abeee66b1fe838766658471f,Arbitrum Treasury,9,3,"null",12,10564.801176071,0.01376880122
0x048093338957ead2abeee66b1fe838766658471f,Arbitrum Core,4,"null","null",4,10564.801176071,0.008261496071
0xf938097bd64b0f9c969983b361a07edfe9143552,Arbitrum Core,1,"null","null",1,10560,0.008257741633
0xb4aca4d18c3f3ad9bfddd0a0dc8f669d51798dea,Arbitrum Treasury,8,2,2,12,10523.250489189,0.01371464941
0xb4aca4d18c3f3ad9bfddd0a0dc8f669d51798dea,Arbitrum Core,8,"null","null",8,10523.250489189,0.008229004136
0x44bfd564126b69490184dfe7b8c438d4ae0f6032,Arbitrum Treasury,3,"null",1,4,10502.265154232,0.01368729982
0x44bfd564126b69490184dfe7b8c438d4ae0f6032,Arbitrum Core,1,"null","null",1,10502.265154232,0.008212593959
0xa0b020859a7a1cc6471b83e9c57b5dffb0a40176,Arbitrum Core,4,"null","null",4,10500,0.008210822646
0xa0b020859a7a1cc6471b83e9c57b5dffb0a40176,Arbitrum Treasury,3,"null","null",3,10500,0.01368434771
0x06f398ce76acc1fce97b7cab0eb2a96ba9230c9b,Arbitrum Core,2,"null","null",2,10499.7,0.008210588051
0x06f398ce76acc1fce97b7cab0eb2a96ba9230c9b,Arbitrum Treasury,4,"null","null",4,10499.7,0.01368395673
0xbefe67542bab11de3ca315163a93afb116bfb119,Arbitrum Treasury,1,"null","null",1,10408.802697,0.01356549289
0x583e3edc26e1b8620341bce90547197bfe2c1ddd,Arbitrum Core,2,"null","null",2,10345.902408367,0.008090320932
0x583e3edc26e1b8620341bce90547197bfe2c1ddd,Arbitrum Treasury,1,"null","null",1,10345.902408367,0.01348351676
0x79f57d49c39b2b89091c65b90d318741ae877da4,Arbitrum Treasury,12,"null","null",12,10310.773397012,0.01343773413
0x79f57d49c39b2b89091c65b90d318741ae877da4,Arbitrum Core,6,"null","null",6,10310.773397012,0.008062850639
0xe793542db8d2c5f0068e7dedf8900c3c53e47ee4,Arbitrum Core,1,"null","null",1,10287.87302335,0.008044942933
0xe793542db8d2c5f0068e7dedf8900c3c53e47ee4,Arbitrum Treasury,3,"null","null",3,10287.87302335,0.01340788873
0x31d4dcc55abf901ace6e18188151113b9971740c,Arbitrum Treasury,7,"null","null",7,10275.972058211,0.01339237855
0x31d4dcc55abf901ace6e18188151113b9971740c,Arbitrum Core,3,"null","null",3,10275.972058211,0.00803563658
0x01f761805c90bc8abfaf504075afdb87e1e5dc08,Arbitrum Treasury,6,2,1,9,10256.60155921,0.01336713353
0x01f761805c90bc8abfaf504075afdb87e1e5dc08,Arbitrum Core,7,"null","null",7,10256.60155921,0.008020489177
0xbb04c33f98f4a467de2305d328f04d384f25dba0,Arbitrum Core,"null",1,"null",1,10250,0.008015326869
0xbb04c33f98f4a467de2305d328f04d384f25dba0,Arbitrum Treasury,"null","null",1,1,10250,0.01335852991
0xe1a2cdd4fb58eee09da78db898adbadcfe5f1780,Arbitrum Treasury,7,2,"null",9,10250,0.01335852991
0xe1a2cdd4fb58eee09da78db898adbadcfe5f1780,Arbitrum Core,6,"null","null",6,10250,0.008015326869
0x97f16b00d436fcd49d5911e68002f1cd4d5e47c5,Arbitrum Treasury,2,"null",1,3,10182.155749747,0.01327011045
0x97f16b00d436fcd49d5911e68002f1cd4d5e47c5,Arbitrum Core,1,"null",1,2,10182.155749747,0.007962273811
0xe214ef01964cac191a5330141dc189371b38f95e,Arbitrum Treasury,6,6,1,13,10113.962293052,0.01318123588
0xe214ef01964cac191a5330141dc189371b38f95e,Arbitrum Core,"null",5,"null",5,10113.962293052,0.00790894768
0xcef28ce7884ae973990fb826c1986afaa9319b9a,Arbitrum Core,9,4,"null",13,10113.471900281,0.007908564201
0xcef28ce7884ae973990fb826c1986afaa9319b9a,Arbitrum Treasury,13,2,"null",15,10113.471900281,0.01318059677
0x51b3335c908e97d597aec4d813b0ac7b3ac26b9f,Arbitrum Core,2,"null","null",2,10099.981,0.007898014545
0x51b3335c908e97d597aec4d813b0ac7b3ac26b9f,Arbitrum Treasury,4,1,"null",5,10099.981,0.01316301447
0xf1d968251fc105da8c42945beaa0af7486340af1,Arbitrum Treasury,3,1,1,5,10088.233376,0.01314770413
0xf1d968251fc105da8c42945beaa0af7486340af1,Arbitrum Core,2,"null","null",2,10088.233376,0.007888828101
0x1b5b5f524af8978fc67bfc2fbb8ad94e51e7e9e5,Arbitrum Treasury,1,"null","null",1,10084.8,0.01314322951
0x1b5b5f524af8978fc67bfc2fbb8ad94e51e7e9e5,Arbitrum Core,2,"null","null",2,10084.8,0.007886143259
0x2ba2c119633c69a61ec4c6b36807b428b27f575f,Arbitrum Core,1,"null","null",1,10023.840599943,0.007838474038
0x2ba2c119633c69a61ec4c6b36807b428b27f575f,Arbitrum Treasury,4,"null","null",4,10023.840599943,0.01306378287
0xa77133558be7a35b808cdda8124189f4cf9dbc64,Arbitrum Core,1,"null","null",1,10001.94059934,0.007821348608
0xa77133558be7a35b808cdda8124189f4cf9dbc64,Arbitrum Treasury,1,3,"null",4,10001.94059934,0.01303524123
0x7fd98f99715b1d2ec1ea79623471f168454518cb,Arbitrum Treasury,1,3,"null",4,10001.48,0.01303464095
0x7fd98f99715b1d2ec1ea79623471f168454518cb,Arbitrum Core,1,"null","null",1,10001.48,0.007820988427
0x3a8c9f6e5f9ba2b75fdba2afef33affda53567d7,Arbitrum Treasury,1,3,"null",4,10001.28010001,0.01303438042
0x3a8c9f6e5f9ba2b75fdba2afef33affda53567d7,Arbitrum Core,1,"null","null",1,10001.28010001,0.007820832108
0xd92fbdb679c4394c303ce73f67f2ebefa90eb2a2,Arbitrum Treasury,1,3,"null",4,10001.06,0.01303409357
0xd92fbdb679c4394c303ce73f67f2ebefa90eb2a2,Arbitrum Core,1,"null","null",1,10001.06,0.007820659994
0x8c8cffe340457d2e58d61c23a8dcc91414f304b2,Arbitrum Treasury,1,3,"null",4,10000.98010001,0.01303398944
0x8c8cffe340457d2e58d61c23a8dcc91414f304b2,Arbitrum Core,1,"null","null",1,10000.98010001,0.007820597513
0xddfba3aad19d3f466472b5ea8a5b0f77e59b4fc6,Arbitrum Treasury,2,"null","null",2,10000.958927093,0.01303396185
0xddfba3aad19d3f466472b5ea8a5b0f77e59b4fc6,Arbitrum Core,1,"null","null",1,10000.958927093,0.007820580956
0x82909c47f47b3e7c10b0809400d047d04c7df16a,Arbitrum Core,1,"null","null",1,10000.84,0.007820487957
0x82909c47f47b3e7c10b0809400d047d04c7df16a,Arbitrum Treasury,1,3,"null",4,10000.84,0.01303380686
0x8dfc12a54dcdd664ef676c518c85acc7068227d1,Arbitrum Core,1,"null","null",1,10000.819,0.007820471536
0x8dfc12a54dcdd664ef676c518c85acc7068227d1,Arbitrum Treasury,1,3,"null",4,10000.819,0.01303377949
0x408e08011838c863d0bcaef911ee4ba73eebd348,Arbitrum Treasury,6,1,1,8,10000.17,0.01303293366
0x408e08011838c863d0bcaef911ee4ba73eebd348,Arbitrum Core,4,"null","null",4,10000.17,0.007819964029
0x3940bc411339515a3da4ba88639201de8421566a,Arbitrum Core,1,"null","null",1,10000,0.007819831092
0x3940bc411339515a3da4ba88639201de8421566a,Arbitrum Treasury,1,"null","null",1,10000,0.01303271211
0xac9f871a994f952cea6d9f17c2e34f63787d2d70,Arbitrum Treasury,1,"null",1,2,10000,0.01303271211
0x2fd20e7b7b151ecae7b2330db1b0f93b55f081db,Arbitrum Core,3,"null","null",3,9999.804653154,0.007819678334
0x2fd20e7b7b151ecae7b2330db1b0f93b55f081db,Arbitrum Treasury,2,"null","null",2,9999.804653154,0.01303245752
0xda0b02b5e591698510727195d8550691c781e813,Arbitrum Treasury,"null",1,"null",1,9999.7,0.01303232113
0xda5b7f6d7c32dbc04e3ea7e0e9b1eed6342275b1,Arbitrum Core,5,"null","null",5,9966.587076141,0.00779370275
0xda5b7f6d7c32dbc04e3ea7e0e9b1eed6342275b1,Arbitrum Treasury,10,"null","null",10,9966.587076141,0.01298916601
0x95f47f78870073ad4ac1cb21d3b29038346884b4,Arbitrum Core,1,"null","null",1,9888.478260895,0.007732622975
0x95f47f78870073ad4ac1cb21d3b29038346884b4,Arbitrum Treasury,3,"null","null",3,9888.478260895,0.01288736904
0x485aeadb436dcb1c76bfc602a04ded2fa5d5585b,Arbitrum Treasury,1,"null","null",1,9875,0.01286980321
0x485aeadb436dcb1c76bfc602a04ded2fa5d5585b,Arbitrum Core,"null",1,"null",1,9875,0.007722083203
0x0ee051a4b9bdb3e1269ec4844cfd32c927f7abdd,Arbitrum Treasury,3,"null","null",3,9826.840066754,0.01280703775
0x0ee051a4b9bdb3e1269ec4844cfd32c927f7abdd,Arbitrum Core,2,"null","null",2,9826.840066754,0.007684422949
0xf6261d145ec7676dc0e55424b679403f1ca89640,Arbitrum Treasury,2,"null",1,3,9789.42681866,0.01275827814
0xf6261d145ec7676dc0e55424b679403f1ca89640,Arbitrum Core,2,"null","null",2,9789.42681866,0.007655166421
0xde8b5ffad39af7cd1bedd2959d2de443dde90d79,Arbitrum Core,1,"null","null",1,9786.57758838,0.007652938371
0xde8b5ffad39af7cd1bedd2959d2de443dde90d79,Arbitrum Treasury,3,"null",1,4,9786.57758838,0.01275456482
0xbf760fd4535fb211e5c6881b28283b60d1a059bf,Arbitrum Treasury,4,3,1,8,9750,0.0127068943
0xbf760fd4535fb211e5c6881b28283b60d1a059bf,Arbitrum Core,6,1,"null",7,9750,0.007624335314
