DELEGATE,GOVERNOR,FOR,AGAINST,ABSTAIN,VOTES,DELEGATE_POWER,PERCENT_QUORUM
0x569e0d84fbc09006049057cc6f9538103635fff8,Arbitrum Core,3,"null","null",3,7500,0.005864873319
0x569e0d84fbc09006049057cc6f9538103635fff8,Arbitrum Treasury,1,"null","null",1,7500,0.009774534081
0xe48ac0deeb484f7df6d1ca554dc9bf517a0a597c,Arbitrum Treasury,3,1,"null",4,7471.342499296,0.009737185585
0xe48ac0deeb484f7df6d1ca554dc9bf517a0a597c,Arbitrum Core,1,2,"null",3,7471.342499296,0.005842463637
0x3a3009001ba85628864868f780df49f837b18b4a,Arbitrum Treasury,2,"null","null",2,7455.349385906,0.009716342221
0x2e20eb606c8b5e21e94cf72a7ac11db941c51e48,Arbitrum Treasury,2,"null","null",2,7392.50421,0.009634437912
0x4a7a1e42554c7780e328b67cd488ecff00d9f63d,Arbitrum Core,6,"null","null",6,7378.848444677,0.005770134849
0x4a7a1e42554c7780e328b67cd488ecff00d9f63d,Arbitrum Treasury,8,1,"null",9,7378.848444677,0.009616640746
0xc6510245a3d961746db4883916d2d600e19f4ff3,Arbitrum Treasury,7,"null","null",7,7375,0.009611625179
0xc6510245a3d961746db4883916d2d600e19f4ff3,Arbitrum Core,5,"null","null",5,7375,0.00576712543
0x284be0d45907289d4dcab05506b20f1b5f936b92,Arbitrum Core,4,1,"null",5,7370.450901033,0.005763568112
0x284be0d45907289d4dcab05506b20f1b5f936b92,Arbitrum Treasury,6,"null","null",6,7370.450901033,0.009605696469
0x0f0300471975b165ebc1618b81e1a3903ff2fb6e,Arbitrum Treasury,1,"null","null",1,7308.619926453,0.00952511394
0x0f0300471975b165ebc1618b81e1a3903ff2fb6e,Arbitrum Core,3,"null","null",3,7308.619926453,0.005715217334
0xa03fcdd101ce5b7ac2e072df832866f918c572ff,Arbitrum Core,1,"null","null",1,7298.93321273,0.005707642487
0xa03fcdd101ce5b7ac2e072df832866f918c572ff,Arbitrum Treasury,1,"null","null",1,7298.93321273,0.009512489525
0x7f7f671d60d784272176b0e1c86cc81f0daca57f,Arbitrum Treasury,"null",1,"null",1,7281.275097746,0.009489476212
0x7f7f671d60d784272176b0e1c86cc81f0daca57f,Arbitrum Core,"null",1,"null",1,7281.275097746,0.00569383414
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,Arbitrum Treasury,5,2,"null",7,7268.075849264,0.009472274012
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,Arbitrum Core,7,"null","null",7,7268.075849264,0.00568351255
0x25d9260855f7e2b5f425ad4802227b10d39e88f5,Arbitrum Treasury,"null","null",1,1,7250,0.009448716278
0x25d9260855f7e2b5f425ad4802227b10d39e88f5,Arbitrum Core,"null","null",1,1,7250,0.005669377541
0xeb5f9f3cbd64a8658f8c5f7946d81ff316fb0794,Arbitrum Core,1,"null","null",1,7250,0.005669377541
0xeb5f9f3cbd64a8658f8c5f7946d81ff316fb0794,Arbitrum Treasury,1,"null","null",1,7250,0.009448716278
0x9d75b8717aa34258dea1afd74306cb41e30f7b3f,Arbitrum Core,1,"null","null",1,7250,0.005669377541
0x18d84affbc6c1192ae9c5af670807cecdea0bec5,Arbitrum Core,1,"null","null",1,7250,0.005669377541
0x7005c3f79dc4ffcb50bbc5a9ec5fa599f795b527,Arbitrum Core,1,"null","null",1,7250,0.005669377541
0xbe97e4261af0ade265c8836aa764833607447560,Arbitrum Treasury,"null",1,"null",1,7250,0.009448716278
0x9d75b8717aa34258dea1afd74306cb41e30f7b3f,Arbitrum Treasury,1,"null","null",1,7250,0.009448716278
0xdb5bf727130a1c4d44398df59c34c39173c60d2f,Arbitrum Core,7,4,"null",11,7250,0.005669377541
0x7005c3f79dc4ffcb50bbc5a9ec5fa599f795b527,Arbitrum Treasury,1,"null","null",1,7250,0.009448716278
0xac395a12cd0b1bf56e4c832bffb60e723953cd5b,Arbitrum Core,1,"null","null",1,7250,0.005669377541
0xdb5bf727130a1c4d44398df59c34c39173c60d2f,Arbitrum Treasury,12,1,"null",13,7250,0.009448716278
0x18d84affbc6c1192ae9c5af670807cecdea0bec5,Arbitrum Treasury,1,"null","null",1,7250,0.009448716278
0xac395a12cd0b1bf56e4c832bffb60e723953cd5b,Arbitrum Treasury,1,"null","null",1,7250,0.009448716278
0x78bd86640dd12fdbda74749d817da7a0dda02e68,Arbitrum Treasury,1,"null","null",1,7250,0.009448716278
0x611a6ed28cb59dee17df7b579bf3796b10e326a6,Arbitrum Treasury,1,"null","null",1,7250,0.009448716278
0x611a6ed28cb59dee17df7b579bf3796b10e326a6,Arbitrum Core,1,"null","null",1,7250,0.005669377541
0x88eeb79b0cce7000142bbb474562663b4ab623db,Arbitrum Core,5,"null",1,6,7232.917344638,0.005656019193
0x88eeb79b0cce7000142bbb474562663b4ab623db,Arbitrum Treasury,8,"null","null",8,7232.917344638,0.009426452945
0x0455206324a0dab213e5174c7bbf68569f88ec3c,Arbitrum Core,7,2,"null",9,7222.542734849,0.005647906424
0x0455206324a0dab213e5174c7bbf68569f88ec3c,Arbitrum Treasury,11,2,"null",13,7222.542734849,0.009412932015
0x846ff49d72f4e3ca7a3d318820c6c2debe23c68a,Arbitrum Treasury,"null","null",1,1,7218.276799574,0.009407372344
0x846ff49d72f4e3ca7a3d318820c6c2debe23c68a,Arbitrum Core,"null","null",1,1,7218.276799574,0.005644570535
0xa9f51db4725f0eaf9d530bae8db0fd858d505547,Arbitrum Core,7,"null","null",7,7217.988455833,0.005644345055
0xa9f51db4725f0eaf9d530bae8db0fd858d505547,Arbitrum Treasury,2,1,"null",3,7217.988455833,0.009406996554
0x7ffdc94be5b4c116664ef54321cfc6a44301cd49,Arbitrum Treasury,1,"null","null",1,7199.9,0.00938342239
0x7ffdc94be5b4c116664ef54321cfc6a44301cd49,Arbitrum Core,"null",1,"null",1,7199.9,0.005630200188
0xb539742d1fd8541c14785fea00b7d74be09afe61,Arbitrum Treasury,9,"null","null",9,7130.4963,0.009292970546
0xb539742d1fd8541c14785fea00b7d74be09afe61,Arbitrum Core,4,"null","null",4,7130.4963,0.005575927667
0x04a02c6345460709aecf6a2a5e1629510c079b78,Arbitrum Core,2,"null","null",2,7125,0.005571629653
0x04a02c6345460709aecf6a2a5e1629510c079b78,Arbitrum Treasury,3,"null","null",3,7125,0.009285807377
0x4afcd19bb978eaf4f993814298504ed285df1181,Arbitrum Core,2,"null","null",2,7124.000412687,0.005570847992
0x4afcd19bb978eaf4f993814298504ed285df1181,Arbitrum Treasury,2,"null",1,3,7124.000412687,0.009284504643
0x4f54cab19b61138e3c622a0bd671c687481ec030,Arbitrum Treasury,3,"null","null",2,7097.515399971,0.009249987489
0x4f54cab19b61138e3c622a0bd671c687481ec030,Arbitrum Core,3,"null","null",3,7097.515399971,0.00555013716
0x69aa4b1c616c9f2a08d57bc8809a199d07c978c0,Arbitrum Core,2,"null","null",2,7021.312707762,0.005490547942
0xbfeb316666b528507c56d152ecbd8a1beb41c05a,Arbitrum Treasury,1,"null","null",1,7010.034480807,0.009135976125
0xb88298e585c87e6d8820d7ee270b4719844db93e,Arbitrum Core,6,"null","null",6,7009.981846181,0.005481687399
0xb88298e585c87e6d8820d7ee270b4719844db93e,Arbitrum Treasury,9,"null","null",9,7009.981846181,0.009135907528
0x7dff93fce783b91f347ce7ba7181ca4a02ea9de0,Arbitrum Treasury,13,"null","null",13,7007.733819173,0.009132977739
0x7dff93fce783b91f347ce7ba7181ca4a02ea9de0,Arbitrum Core,6,1,"null",7,7007.733819173,0.00547992948
0x535eb53ef05160a7b01ded1d2cbeb503c4c85ddd,Arbitrum Treasury,1,"null","null",1,7004.4,0.009128632868
0x535eb53ef05160a7b01ded1d2cbeb503c4c85ddd,Arbitrum Core,2,"null","null",2,7004.4,0.00547732249
0xbcb53b090db872ff9e0354be7757460a319b1003,Arbitrum Treasury,5,"null",1,6,7002.017604035,0.00912552796
0xbcb53b090db872ff9e0354be7757460a319b1003,Arbitrum Core,2,"null","null",2,7002.017604035,0.005475459496
0xe195fb5a3f2d50356ac23e64378e97eb3503999a,Arbitrum Treasury,"null",1,"null",1,7001.350179073,0.009124658125
0x9e9bbd60b1f2a177d11280636ffe4892a89a5912,Arbitrum Treasury,2,"null","null",2,7000,0.009122898475
0xeeb5a54551f79b546e8babccade66ba3c9440efc,Arbitrum Core,5,"null","null",5,7000,0.005473881764
0x74075d1a2481f25343b32bb1a7bf6336ee42b016,Arbitrum Treasury,5,1,"null",6,7000,0.009122898475
0x0888354392f3b0f6ccc00636add296f3bb731d91,Arbitrum Core,2,"null","null",2,7000,0.005473881764
0xfa7917feed63712d4f35d603778fbc026fbd668e,Arbitrum Treasury,"null",1,"null",1,7000,0.009122898475
0xeeb5a54551f79b546e8babccade66ba3c9440efc,Arbitrum Treasury,7,1,"null",8,7000,0.009122898475
0x74075d1a2481f25343b32bb1a7bf6336ee42b016,Arbitrum Core,3,"null","null",3,7000,0.005473881764
0x9e9bbd60b1f2a177d11280636ffe4892a89a5912,Arbitrum Core,1,"null","null",1,7000,0.005473881764
0xd0d3c22129c9d53c6c5f0bda74c46e2c4ffbff5a,Arbitrum Treasury,4,"null","null",4,7000,0.009122898475
0xa59f0dee4bcf71e2d7a395c83fc7ba0b92c3813a,Arbitrum Core,6,"null","null",6,7000,0.005473881764
0xb4bb4a094338bc566e4bb0355c9de525f7c1f1b4,Arbitrum Treasury,10,3,"null",13,7000,0.009122898475
0x0888354392f3b0f6ccc00636add296f3bb731d91,Arbitrum Treasury,1,"null","null",1,7000,0.009122898475
0xa59f0dee4bcf71e2d7a395c83fc7ba0b92c3813a,Arbitrum Treasury,11,"null","null",11,7000,0.009122898475
0xd0d3c22129c9d53c6c5f0bda74c46e2c4ffbff5a,Arbitrum Core,2,"null","null",2,7000,0.005473881764
0xb4bb4a094338bc566e4bb0355c9de525f7c1f1b4,Arbitrum Core,8,"null","null",8,7000,0.005473881764
0xd044a705a95be2dcada37707e7f26cc9420185e0,Arbitrum Treasury,11,"null","null",11,7000,0.009122898475
0xd044a705a95be2dcada37707e7f26cc9420185e0,Arbitrum Core,9,"null","null",9,7000,0.005473881764
0x0ecddcf41754360ab129d7ca4c8abf220f9c32bd,Arbitrum Treasury,"null","null",1,1,6989.715913221,0.009109495521
0x0ecddcf41754360ab129d7ca4c8abf220f9c32bd,Arbitrum Core,1,"null","null",1,6989.715913221,0.005465839782
0x4f43c9f389ff44ebf7f3363c76250aa2ff43feb3,Arbitrum Core,1,"null","null",1,6983.637970608,0.005461086934
0x4f43c9f389ff44ebf7f3363c76250aa2ff43feb3,Arbitrum Treasury,2,"null","null",2,6983.637970608,0.009101574313
0xa2d7bdf9fa7f15179e53a363c21cbd25b4360748,Arbitrum Core,3,"null","null",3,6965.255459083,0.00544671212
0xa2d7bdf9fa7f15179e53a363c21cbd25b4360748,Arbitrum Treasury,5,"null","null",5,6965.255459083,0.009077616915
0xe6cc5e3ebb07b5156ba3af510b8c6ca19804d88e,Arbitrum Treasury,2,"null","null",2,6957.412590739,0.009067395531
0xe6cc5e3ebb07b5156ba3af510b8c6ca19804d88e,Arbitrum Core,2,"null","null",2,6957.412590739,0.005440579129
0x73602d2905701afce736dbbff561ef5b46a8d775,Arbitrum Treasury,8,1,"null",9,6952.912357698,0.009061530507
0x73602d2905701afce736dbbff561ef5b46a8d775,Arbitrum Core,5,"null","null",5,6952.912357698,0.005437060023
0x7a12208453800b6d9ef2ac90b8f87b7b7461b601,Arbitrum Treasury,"null",1,"null",1,6900,0.008992571354
0x5806a382958975e40bfe566b5e96bf00760dc4ba,Arbitrum Core,8,"null","null",8,6884.5762,0.005383622302
0x5806a382958975e40bfe566b5e96bf00760dc4ba,Arbitrum Treasury,11,1,"null",12,6884.5762,0.00897246996
﻿
